"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Total Food Grains","Chandigarh","Rabi","0.01","0.01","0.01","0.01","","0.03","0.03","0.03","0.03","","5000.00","4696.00","5000.00","5000.00",""
"Total Food Grains","Chandigarh","Total","0.01","0.01","0.01","0.01","","0.03","0.03","0.03","0.03","","5034.00","4579.00","4966.00","4794.00",""
"Total Food Grains","Chhattisgarh","Kharif","40.85","40.71","40.95","41.63","39.05","85.05","102.91","101.26","107.98","93.86","2082.00","2528.00","2473.00","2594.00","2404.00"
"Total Food Grains","Chhattisgarh","Rabi","6.76","6.27","5.60","5.62","","5.19","6.03","4.93","5.86","","767.00","961.00","881.00","1042.00",""
"Total Food Grains","Chhattisgarh","Total","47.61","46.98","46.55","47.25","39.05","90.24","108.93","106.19","113.84","93.86","1895.00","2319.00","2281.00","2409.00","2404.00"
"Total Food Grains","Dadra And Nagar Haveli","Kharif","0.17","0.19","0.19","0.17","","0.34","0.38","0.38","0.35","","2049.00","2039.00","2036.00","2033.00",""
"Total Food Grains","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Dadra And Nagar Haveli","Total","0.17","0.19","0.19","0.17","","0.34","0.38","0.38","0.35","","2049.00","2039.00","2036.00","2033.00",""
"Total Food Grains","Daman And Diu","Kharif","0.02","","","","","0.04","","","","","1832.00","","","",""
"Total Food Grains","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Daman And Diu","Total","0.02","","","","","0.04","","","","","1832.00","","","",""
"Total Food Grains","Delhi","Kharif","0.10","0.10","0.10","0.10","","0.26","0.25","0.25","0.26","","2464.00","2483.00","2483.00","2468.00",""
"Total Food Grains","Delhi","Rabi","0.18","0.17","0.17","0.17","","0.82","0.81","0.80","0.80","","4498.00","4648.00","4648.00","4643.00",""
"Total Food Grains","Delhi","Total","0.29","0.27","0.27","0.28","","1.07","1.06","1.05","1.06","","3757.00","3854.00","3860.00","3830.00",""
"Total Food Grains","Goa","Kharif","0.23","0.23","0.23","0.24","","0.66","0.63","0.68","0.52","","2816.00","2789.00","2890.00","2171.00",""
"Total Food Grains","Goa","Rabi","0.13","0.13","0.13","0.13","","0.28","0.29","0.31","0.28","","2167.00","2281.00","2382.00","2251.00",""
"Total Food Grains","Goa","Total","0.36","0.35","0.36","0.36","","0.93","0.92","0.99","0.80","","2585.00","2607.00","2710.00","2198.00",""
"Total Food Grains","Gujarat","Kharif","21.28","18.12","17.84","16.92","16.62","40.55","34.89","34.84","31.75","32.93","1905.00","1925.00","1953.00","1876.00","1982.00"
"Total Food Grains","Gujarat","Rabi","24.67","19.92","20.53","23.51","","60.75","50.90","52.35","58.72","","2463.00","2555.00","2550.00","2497.00",""
"Total Food Grains","Gujarat","Summer","","4.72","4.93","5.54","","","12.96","13.26","14.29","","","2745.00","2693.00","2578.00",""
"Total Food Grains","Gujarat","Total","45.95","42.77","43.30","45.98","16.62","101.31","98.75","100.45","104.76","32.93","2205.00","2309.00","2320.00","2278.00","1982.00"
"Total Food Grains","Haryana","Kharif","18.74","21.09","21.44","22.48","23.15","58.20","63.55","71.84","74.00","77.77","3105.00","3013.00","3351.00","3292.00","3360.00"
"Total Food Grains","Haryana","Rabi","23.51","23.68","23.94","24.26","","105.09","110.05","112.50","114.94","","4470.00","4647.00","4698.00","4737.00",""
"Total Food Grains","Haryana","Summer","","0.45","0.06","0.09","","","0.34","0.05","0.08","","","749.00","780.00","936.00",""
"Total Food Grains","Haryana","Total","42.26","45.22","45.44","46.83","23.15","163.30","173.93","184.39","189.02","77.77","3864.00","3846.00","4058.00","4036.00","3360.00"
"Total Food Grains","Himachal Pradesh","Kharif","3.61","3.41","3.41","3.49","3.47","9.98","8.27","7.99","8.57","8.37","2766.00","2423.00","2341.00","2454.00","2409.00"
"Total Food Grains","Himachal Pradesh","Rabi","3.50","3.50","3.47","3.37","","6.09","6.52","8.48","7.11","","1739.00","1860.00","2443.00","2110.00",""
"Total Food Grains","Himachal Pradesh","Total","7.11","6.92","6.89","6.86","3.47","16.07","14.79","16.48","15.68","8.37","2260.00","2138.00","2392.00","2285.00","2409.00"
"Total Food Grains","Jammu And Kashmir","Kharif","5.86","5.86","5.97","5.97","","10.88","11.71","12.53","12.53","","1859.00","1998.00","2099.00","2098.00",""
"Total Food Grains","Jammu And Kashmir","Rabi","2.91","2.92","2.92","2.92","","5.90","5.92","5.92","5.92","","2024.00","2024.00","2024.00","2024.00",""
"Total Food Grains","Jammu And Kashmir","Total","8.77","8.78","8.89","8.90","","16.78","17.63","18.45","18.45","","1914.00","2007.00","2074.00","2074.00",""
"Total Food Grains","Jharkhand","Kharif","21.84","14.31","17.35","21.97","22.11","40.04","22.64","24.49","39.15","39.37","1833.00","1583.00","1411.00","1782.00","1780.00"
"Total Food Grains","Jharkhand","Rabi","6.50","6.14","6.04","7.52","","9.98","9.01","9.09","11.27","","1536.00","1468.00","1506.00","1498.00",""
"Total Food Grains","Jharkhand","Total","28.33","20.45","23.39","29.49","22.11","50.01","31.66","33.58","50.42","39.37","1765.00","1548.00","1436.00","1710.00","1780.00"
"Total Food Grains","Karnataka","Kharif","58.06","53.92","54.87","62.14","55.88","104.64","103.39","101.17","111.70","108.80","1802.00","1917.00","1844.00","1798.00","1947.00"
"Total Food Grains","Karnataka","Rabi","21.74","19.74","18.88","18.34","","33.13","26.86","23.41","23.72","","1524.00","1361.00","1240.00","1294.00",""
"Total Food Grains","Karnataka","Summer","","3.73","0.96","3.15","","","11.56","3.19","10.88","","","3099.00","3321.00","3455.00",""
"Total Food Grains","Karnataka","Total","79.80","77.39","74.71","83.63","55.88","137.77","141.81","127.77","146.31","108.80","1726.00","1832.00","1710.00","1749.00","1947.00"
"Total Food Grains","Kerala","Kharif","1.51","0.51","0.46","0.42","0.37","3.42","1.38","1.18","1.11","1.06","2272.00","2710.00","2544.00","2641.00","2895.00"
"Total Food Grains","Kerala","Rabi","0.47","0.73","0.74","0.70","","1.47","2.26","1.97","2.10","","3128.00","3119.00","2679.00","3017.00",""
"Total Food Grains","Kerala","Summer","","0.70","0.64","0.67","","","2.34","1.87","1.97","","","3336.00","2927.00","2957.00",""
"Total Food Grains","Kerala","Total","1.98","1.94","1.84","1.78","0.37","4.89","5.98","5.02","5.18","1.06","2475.00","3090.00","2731.00","2906.00","2895.00"
"Total Food Grains","Ladakh","Kharif","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","900.00","798.00","798.00","821.00",""
"Total Food Grains","Ladakh","Rabi","0.14","0.15","0.15","0.14","","0.29","0.24","0.24","0.28","","2016.00","1645.00","1645.00","1934.00",""
"Total Food Grains","Ladakh","Total","0.16","0.16","0.16","0.16","","0.30","0.25","0.25","0.29","","1929.00","1583.00","1583.00","1837.00",""
"Total Food Grains","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Food Grains","Madhya Pradesh","Kharif","59.13","69.19","65.63","70.09","77.93","116.04","138.16","133.41","162.10","185.84","1962.00","1997.00","2033.00","2313.00","2385.00"
"Total Food Grains","Madhya Pradesh","Rabi","100.12","100.69","104.70","102.97","","277.04","266.38","264.79","284.82","","2767.00","2646.00","2529.00","2766.00",""
"Total Food Grains","Madhya Pradesh","Summer","","12.75","12.50","15.77","","","14.78","16.49","19.40","","","1159.00","1319.00","1230.00",""
"Total Food Grains","Madhya Pradesh","Total","159.25","182.63","182.83","188.83","77.93","393.08","419.32","414.68","466.31","185.84","2468.00","2296.00","2268.00","2470.00","2385.00"
"Total Food Grains","Maharashtra","Kharif","56.06","49.93","46.60","51.95","52.35","82.47","82.38","64.73","95.33","101.51","1471.00","1650.00","1389.00","1835.00","1939.00"
"Total Food Grains","Maharashtra","Rabi","59.79","60.76","57.92","61.95","","84.09","79.38","74.26","82.23","","1406.00","1306.00","1282.00","1327.00",""
"Total Food Grains","Maharashtra","Summer","","2.41","3.17","3.46","","","5.50","6.09","7.13","","","2281.00","1920.00","2059.00",""
"Total Food Grains","Maharashtra","Total","115.85","113.11","107.70","117.35","52.35","166.56","167.26","145.09","184.69","101.51","1438.00","1479.00","1347.00","1574.00","1939.00"
"Total Food Grains","Manipur","Kharif","0.25","0.10","0.09","1.75","","0.55","0.22","0.20","4.04","","2176.00","2207.00","2147.00","2307.00",""
"Total Food Grains","Manipur","Rabi","2.33","0.37","0.37","0.27","","6.00","0.50","0.48","0.40","","2578.00","1340.00","1321.00","1454.00",""
"Total Food Grains","Manipur","Summer","","1.99","1.82","0.15","","","3.71","3.69","0.56","","","1865.00","2032.00","3780.00",""
"Total Food Grains","Manipur","Total","2.58","2.46","2.28","2.17","","6.55","4.43","4.38","4.99","","2539.00","1799.00","1923.00","2300.00",""
"Total Food Grains","Meghalaya","Kharif","1.17","1.19","1.19","1.19","","2.80","2.71","2.56","2.71","","2394.00","2275.00","2152.00","2275.00",""
"Total Food Grains","Meghalaya","Rabi","0.21","0.20","0.20","0.20","","0.75","0.68","0.68","0.68","","3504.00","3412.00","3413.00","3413.00",""
"Total Food Grains","Meghalaya","Total","1.38","1.39","1.39","1.39","","3.55","3.39","3.25","3.39","","2564.00","2439.00","2334.00","2439.00",""
"Total Food Grains","Mizoram","Kharif","0.43","0.46","0.31","0.26","","0.73","0.59","0.50","0.43","","1720.00","1269.00","1598.00","1678.00",""
"Total Food Grains","Mizoram","Rabi","0.03","0.03","0.03","0.02","","0.05","0.04","0.05","0.03","","1557.00","1434.00","1853.00","1569.00",""
"Total Food Grains","Mizoram","Total","0.46","0.49","0.34","0.28","","0.78","0.63","0.55","0.47","","1709.00","1279.00","1618.00","1670.00",""
"Total Food Grains","Nagaland","Kharif","1.84","2.78","2.83","2.73","","2.35","4.78","4.84","4.63","","1282.00","1719.00","1710.00","1694.00",""
"Total Food Grains","Nagaland","Rabi","0.14","0.24","0.24","0.22","","0.18","0.36","0.35","0.31","","1265.00","1478.00","1482.00","1412.00",""
"Total Food Grains","Nagaland","Total","1.98","3.02","3.07","2.95","","2.53","5.14","5.19","4.94","","1281.00","1700.00","1692.00","1673.00",""
"Total Food Grains","Odisha","Kharif","43.27","43.89","44.18","38.53","42.72","87.75","76.92","79.73","86.21","91.65","2028.00","1753.00","1805.00","2237.00","2145.00"
"Total Food Grains","Odisha","Rabi","6.96","2.16","2.16","2.66","","13.51","1.36","1.36","2.15","","1942.00","629.00","630.00","810.00",""
"Total Food Grains","Odisha","Summer","","5.01","6.11","6.94","","","12.45","13.23","15.61","","","2483.00","2167.00","2249.00",""
"Total Food Grains","Odisha","Total","50.22","51.06","52.45","48.13","42.72","101.25","90.73","94.32","103.97","91.65","2016.00","1777.00","1798.00","2160.00","2145.00"
"Total Food Grains","Puducherry","Kharif","0.04","0.04","0.04","0.03","","0.13","0.14","0.13","0.09","","2941.00","3279.00","3122.00","2773.00",""
"Total Food Grains","Puducherry","Rabi","0.16","0.11","0.11","0.09","","0.45","0.33","0.33","0.23","","2821.00","3024.00","3019.00","2457.00",""
"Total Food Grains","Puducherry","Summer","","0.06","0.06","0.05","","","0.19","0.16","0.15","","","3191.00","2873.00","2851.00",""
"Total Food Grains","Puducherry","Total","0.20","0.21","0.21","0.18","","0.58","0.66","0.63","0.48","","2847.00","3124.00","3001.00","2632.00",""
"Total Food Grains","Punjab","Kharif","30.81","31.98","32.80","33.36","33.45","133.04","134.06","147.24","147.37","140.66","4319.00","4191.00","4489.00","4417.00","4205.00"
"Total Food Grains","Punjab","Rabi","35.88","35.45","35.23","35.19","","149.49","168.07","177.59","180.14","","4167.00","4742.00","5041.00","5119.00",""
"Total Food Grains","Punjab","Summer","","0.21","0.68","0.30","","","0.23","0.62","0.27","","","1080.00","911.00","914.00",""
"Total Food Grains","Punjab","Total","66.68","67.64","68.70","68.85","33.45","282.52","302.36","325.44","327.78","140.66","4237.00","4470.00","4737.00","4761.00","4205.00"
"Total Food Grains","Rajasthan","Kharif","96.18","98.83","95.46","100.31","98.51","80.22","100.46","89.90","107.41","104.03","834.00","1016.00","942.00","1071.00","1056.00"
"Total Food Grains","Rajasthan","Rabi","51.30","51.14","48.58","52.27","","136.41","137.17","128.31","147.78","","2659.00","2682.00","2641.00","2827.00",""
"Total Food Grains","Rajasthan","Summer","","0.30","0.34","0.34","","","0.46","0.50","0.53","","","1569.00","1455.00","1537.00",""
"Total Food Grains","Rajasthan","Total","147.48","150.26","144.39","152.92","98.51","216.63","238.09","218.72","255.72","104.03","1469.00","1584.00","1515.00","1672.00","1056.00"
"Total Food Grains","Sikkim","Kharif","0.52","0.49","0.43","0.43","","0.89","0.80","0.68","0.68","","1713.00","1643.00","1580.00","1580.00",""
"Total Food Grains","Sikkim","Rabi","0.03","0.03","0.00","0.00","","0.03","0.03","0.00","0.00","","1004.00","1022.00","1175.00","1175.00",""
"Total Food Grains","Sikkim","Total","0.54","0.52","0.43","0.43","","0.91","0.83","0.69","0.69","","1680.00","1610.00","1577.00","1577.00",""
"Total Food Grains","Tamil Nadu","Kharif","27.53","13.76","13.71","13.61","13.64","94.24","48.52","45.03","43.04","48.94","3424.00","3526.00","3285.00","3161.00","3587.00"
"Total Food Grains","Tamil Nadu","Rabi","12.21","20.09","19.31","20.37","","25.74","57.79","50.64","54.74","","2107.00","2876.00","2623.00","2688.00",""
"Total Food Grains","Tamil Nadu","Summer","","4.81","4.68","4.55","","","10.49","11.32","11.48","","","2180.00","2421.00","2522.00",""
"Total Food Grains","Tamil Nadu","Total","39.74","38.66","37.69","38.53","13.64","119.98","116.80","107.00","109.26","48.94","3019.00","3021.00","2839.00","2835.00","3587.00"
"Total Food Grains","Telangana","Kharif","30.53","30.81","30.15","29.78","31.77","94.46","102.82","104.76","103.25","109.98","3094.00","3338.00","3474.00","3467.00","3462.00"
"Total Food Grains","Telangana","Rabi","16.89","26.16","26.08","29.41","","59.03","90.93","98.01","113.10","","3495.00","3476.00","3758.00","3845.00",""
"Total Food Grains","Telangana","Total","47.42","56.96","56.23","59.19","31.77","153.49","193.75","202.76","216.35","109.98","3237.00","3401.00","3606.00","3655.00","3462.00"
"Total Food Grains","Tripura","Kharif","2.21","2.03","2.03","1.86","","6.24","6.09","6.09","5.23","","2821.00","3003.00","3003.00","2818.00",""
"Total Food Grains","Tripura","Rabi","0.80","0.76","0.76","0.76","","2.47","2.33","2.33","2.42","","3102.00","3081.00","3080.00","3193.00",""
"Total Food Grains","Tripura","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","843.00","843.00","753.00",""
"Total Food Grains","Tripura","Total","3.01","2.78","2.78","2.61","","8.71","8.42","8.42","7.65","","2895.00","3023.00","3023.00","2926.00",""
"Total Food Grains","Uttar Pradesh","Kharif","82.92","88.04","90.97","90.98","93.13","195.00","208.02","212.50","233.64","235.26","2352.00","2363.00","2336.00","2568.00","2526.00"
"Total Food Grains","Uttar Pradesh","Rabi","112.55","114.08","114.44","113.28","","366.88","363.61","380.04","381.99","","3260.00","3187.00","3321.00","3372.00",""
"Total Food Grains","Uttar Pradesh","Summer","","2.01","4.24","9.54","","","3.46","10.31","22.85","","","1722.00","2433.00","2395.00",""
"Total Food Grains","Uttar Pradesh","Total","195.47","204.12","209.65","213.79","93.13","561.88","575.09","602.86","638.48","235.26","2875.00","2817.00","2876.00","2986.00","2526.00"
"Total Food Grains","Uttarakhand","Kharif","4.30","4.00","3.86","3.70","3.52","9.27","8.14","8.10","8.00","7.27","2155.00","2034.00","2099.00","2160.00","2069.00"
"Total Food Grains","Uttarakhand","Rabi","3.58","3.26","3.02","2.83","","9.98","8.79","9.07","8.85","","2786.00","2696.00","3005.00","3130.00",""
"Total Food Grains","Uttarakhand","Summer","","0.22","0.23","0.09","","","0.79","0.83","0.33","","","3518.00","3560.00","3769.00",""
"Total Food Grains","Uttarakhand","Total","7.88","7.48","7.11","6.62","3.52","19.24","17.71","18.00","17.17","7.27","2442.00","2367.00","2532.00","2596.00","2069.00"
"Total Food Grains","West Bengal","Kharif","44.17","38.99","39.36","43.39","43.60","124.23","110.28","112.07","112.18","120.28","2812.00","2828.00","2847.00","2586.00","2759.00"
"Total Food Grains","West Bengal","Rabi","22.06","6.63","7.00","6.86","","78.85","19.46","22.95","23.33","","3574.00","2936.00","3281.00","3399.00",""
"Total Food Grains","West Bengal","Summer","","15.08","15.15","15.93","","","57.99","58.23","62.99","","","3845.00","3842.00","3955.00",""
"Total Food Grains","West Bengal","Total","66.23","60.70","61.51","66.18","43.60","203.08","187.74","193.24","198.50","120.28","3066.00","3093.00","3141.00","2999.00","2759.00"
"Total Food Grains","Others","Kharif","","","","","16.95","","","","","35.15","","","","","2074.00"
"Total Food Grains","Others","Total","","","","","16.95","","","","","35.15","","","","","2074.00"
"Total Food Grains","All India","Kharif","728.96","706.96","706.39","735.16","742.15","1553.64","1557.11","1557.68","1694.60","1733.30","2131.00","2203.00","2205.00","2305.00","2336.00"
"Total Food Grains","All India","Rabi","572.72","553.10","551.11","565.91","","1602.52","1578.41","1600.06","1691.66","","2798.00","2854.00","2903.00","2989.00",""
"Total Food Grains","All India","Summer","","61.97","63.54","74.40","","","161.35","165.24","191.06","","","2603.00","2601.00","2568.00",""
"Total Food Grains","All India","Total","1301.69","1322.04","1321.04","1375.46","742.15","3156.16","3296.87","3322.98","3577.32","1733.30","2425.00","2494.00","2515.00","2601.00","2336.00"
"Groundnut","Andaman And Nicobar Islands","Kharif","0.00","0.00","","","","0.00","0.00","","","","545.00","600.00","","",""
"Groundnut","Andaman And Nicobar Islands","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Groundnut","Andaman And Nicobar Islands","Total","0.00","0.00","","","","0.00","0.00","","","","545.00","600.00","","",""
"Groundnut","Andhra Pradesh","Kharif","7.23","4.97","2.42","2.76","1.98","3.16","3.29","1.60","2.59","1.49","437.00","661.00","660.00","937.00","753.00"
